case,dataset_kind,n,metric,mean,std,median,q1,q3,min,max
case1,measured_selected_source,92,E_co_time_s,0.01128094806763272,0.0026764834627448393,0.011805555555555219,0.00868055555555558,0.012152777777777679,0.005555555555555388,0.01805555555555527
case1,measured_selected_source,92,E_n_g,0.26160008663773804,0.04720047990156203,0.25656000134277535,0.22715653971343283,0.291546212441402,0.15225488857409497,0.3965666453142991
case1,measured_selected_source,92,E_miss_m,1.6582493171593382,0.13413181050857792,1.663286581323896,1.5702449196169814,1.7469332991114763,1.3144804821408473,2.0308756121117213
case1,measured_selected_source,92,E_t_s,33.78586956521761,0.9480844217219239,33.150000000000254,33.10000000000026,34.45000000000018,33.10000000000026,37.40000000000001
case1,synthetic_reference,1000,E_co_time_s,0.01127916666666654,0.002659967678658543,0.011805555555555219,0.00868055555555558,0.012152777777777679,0.005555555555555388,0.01805555555555527
case1,synthetic_reference,1000,E_n_g,0.26180909115881673,0.046941726447822955,0.25718323663470355,0.22760547468858364,0.29307585256457774,0.15225488857409497,0.3965666453142991
case1,synthetic_reference,1000,E_miss_m,1.658970160369196,0.13325183222321557,1.664697271355655,1.5703509661776793,1.7552225344295804,1.3144804821408473,2.0308756121117213
case1,synthetic_reference,1000,E_t_s,33.78900000000022,0.9465304643379515,33.150000000000254,33.10000000000026,34.45000000000018,33.10000000000026,37.40000000000001
case2,measured_selected_source,7,E_co_time_s,0.02172619047619043,0.0056802313266936825,0.019097222222222397,0.019097222222221953,0.022743055555555596,0.01597222222222191,0.03333333333333359
case2,measured_selected_source,7,E_n_g,0.25827773698088025,0.06250950730206949,0.25138374872080094,0.21429359127009726,0.3140153907044928,0.17302809697151766,0.32691434922466295
case2,measured_selected_source,7,E_miss_m,1.9959954263063124,0.20841106193128855,1.9305182697739167,1.9085677385417004,2.058395629134666,1.717771048724971,2.3897519302925687
case2,measured_selected_source,7,E_t_s,37.94999999999998,1.8529256146248674,37.25000000000002,37.25000000000002,37.30000000000002,37.15000000000003,42.14999999999974
case2,synthetic_reference,1000,E_co_time_s,0.021728819444444398,0.005263476014349892,0.019097222222222397,0.019097222222221953,0.023958333333333602,0.01597222222222191,0.03333333333333359
case2,synthetic_reference,1000,E_n_g,0.2582267417197144,0.0579079653499713,0.25138374872080094,0.1888863533708302,0.31875778326226906,0.17302809697151766,0.32691434922466295
case2,synthetic_reference,1000,E_miss_m,1.9960831238357568,0.19312424735983302,1.9305182697739167,1.908297896862399,2.07834381503661,1.717771048724971,2.3897519302925687
case2,synthetic_reference,1000,E_t_s,37.950699999999976,1.7170491454141412,37.25000000000002,37.25000000000002,37.350000000000016,37.15000000000003,42.14999999999974
