condition,case,variant,episode,seed,assignment_mode,defender_id,target_index,target_id,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_disagreement,repair_moves
formal_ablation_full_case1,case1,full,1,98401,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,1,98401,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,2,98402,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,2,98402,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,2,98402,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,2,98402,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,2,98402,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,2,98402,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,2,98402,fixed,6,6,26,nan,nan,0.0,nan,0
