condition,case,variant,episode,seed,assignment_mode,defender_id,target_index,target_id,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_disagreement,repair_moves
case1_supplement_n400_full,case1,full,161,102161,fixed,0,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,1,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,2,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,3,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,4,4,24,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,5,5,25,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,6,6,26,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,7,7,27,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,8,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,9,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,10,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,11,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,12,4,24,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,13,5,25,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,14,6,26,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,15,7,27,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,16,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,17,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,18,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,161,102161,fixed,19,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,162,102162,fixed,0,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,162,102162,fixed,1,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,162,102162,fixed,2,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,162,102162,fixed,3,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,162,102162,fixed,4,4,24,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,162,102162,fixed,5,5,25,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,162,102162,fixed,6,6,26,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,162,102162,fixed,7,7,27,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,162,102162,fixed,8,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,162,102162,fixed,9,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,162,102162,fixed,10,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_full,case1,full,162,102162,fixed,11,3,23,nan,nan,0.0,nan,0
