reference_sample_id,data_status,reference_severity_class,source_E_co_time_s,source_E_n_g,source_E_miss_m,source_E_t_s,E_co_time_s,E_n_g,E_miss_m,E_t_s
1,synthetic_planning_reference_v2,mild,0.0608333333333331,0.155815100959486,2.63173769256959,38.5,0.06353578715745398,0.1811687076419983,2.828289767486295,42.0
2,synthetic_planning_reference_v2,moderate,0.0833333333333286,0.203024047438897,2.98428007862642,31.05,0.11569131147358604,0.2738162301372994,3.6124140370129716,35.9
3,synthetic_planning_reference_v2,moderate,0.0424999999999969,0.204024830714689,3.10306402262995,32.55,0.06855462864839619,0.2743832324118637,3.8584172608480847,38.15
4,synthetic_planning_reference_v2,mild,0.158333333333366,0.130756801915058,3.23884582005335,34.85,0.20434378552320914,0.14862669850337554,3.6904721542240617,38.45
5,synthetic_planning_reference_v2,moderate,0.0758333333333539,0.192856915758986,2.91049274758638,31.4,0.09763218105066113,0.24248040337133364,3.4619654999988976,35.45
6,synthetic_planning_reference_v2,moderate,0.0275000000000048,0.190270206697486,2.93597561130937,32.05,0.04686862418542115,0.25225604708471,3.649527820751055,37.85
7,synthetic_planning_reference_v2,severe,0.0816666666666862,0.161208245386472,3.22786915206773,33.05,0.14141996920066852,0.22554211958021758,4.318989934986697,41.400000000000006
8,synthetic_planning_reference_v2,mild,0.120000000000027,0.145152308519479,3.32874309092452,29.35,0.14965733335821946,0.1815663892047243,3.799926158721248,31.650000000000002
9,synthetic_planning_reference_v2,moderate,0.0875000000000199,0.216461839603344,3.03072047565314,34.7,0.1314375220262604,0.29178455671756676,3.674892333623088,40.550000000000004
10,synthetic_planning_reference_v2,moderate,0.0625000000000171,0.224988895204547,2.98219293199097,32.45,0.08425014417441785,0.2908596577132245,3.677284799246262,37.15
11,synthetic_planning_reference_v2,moderate,0.131666666666698,0.0947572724414859,2.92026057559567,32.75,0.18303267294219153,0.13568296132330687,3.529218367480878,38.1
12,synthetic_planning_reference_v2,mild,0.0741666666666845,0.160790074686905,3.24082729323248,34.55,0.09418532807533311,0.19696642638718276,3.64305309849356,38.300000000000004
13,synthetic_planning_reference_v2,mild,0.0550000000000097,0.208831216813965,3.24049785646734,32.0,0.058841918968399895,0.26002173548412466,3.671157615646285,34.95
14,synthetic_planning_reference_v2,moderate,0.107500000000022,0.110337509570215,3.35491200385582,35.65,0.16096087949652207,0.1537097151449987,4.1929900492116765,41.95
15,synthetic_planning_reference_v2,mild,0.0608333333333491,0.196237071328945,3.00902244858685,33.15,0.06425157023619404,0.2351232016833342,3.307375949924648,36.550000000000004
16,synthetic_planning_reference_v2,moderate,0.0374999999999659,0.198839002023672,3.12875944021243,30.9,0.05764499378086597,0.26034340713182286,3.8848217828481713,36.050000000000004
17,synthetic_planning_reference_v2,moderate,0.104166666666572,0.166242153564083,3.28962311488593,42.2,0.15136815063045567,0.22827646746305005,4.1436802608102115,44.95
18,synthetic_planning_reference_v2,moderate,0.0524999999999523,0.210760983619369,2.49234160475036,29.65,0.07390056061231778,0.2744408686472829,2.9976060188552887,34.050000000000004
19,synthetic_planning_reference_v2,moderate,0.05499999999995,0.142954468577435,2.91393366323409,30.75,0.0835769022414803,0.19148419754306265,3.565437016693362,35.6
20,synthetic_planning_reference_v2,severe,0.137499999999875,0.211106056816091,3.12718295887678,35.7,0.22942051939153907,0.30545154389777657,4.317889054070387,44.900000000000006
21,synthetic_planning_reference_v2,moderate,0.0566666666666265,0.187651970849092,3.52959210298463,31.65,0.07547710539684617,0.23340069533853308,4.253311874815278,36.25
22,synthetic_planning_reference_v2,moderate,0.0958333333332291,0.207766163184493,3.36795365054132,31.7,0.1367646808090394,0.26951712331328603,4.109260160996232,36.65
23,synthetic_planning_reference_v2,moderate,0.152499999999867,0.230383521333832,3.42701230666201,41.1,0.2120867896767368,0.30702839674300136,4.1997805199347615,44.95
24,synthetic_planning_reference_v2,severe,0.0683333333332655,0.144259108980993,2.73620780545206,31.75,0.1265187000401542,0.20775769939416805,3.725411655156543,39.550000000000004
25,synthetic_planning_reference_v2,severe,0.268333333333089,0.118761809541695,2.81475641812666,37.85,0.3928532995362317,0.17748073193981825,3.776892450551761,44.95
26,synthetic_planning_reference_v2,moderate,0.113333333333225,0.244620921204531,3.42544300909563,31.25,0.15949976351979064,0.3172126083631637,4.112425502938161,35.75
27,synthetic_planning_reference_v2,moderate,0.0524999999999579,0.138901184865284,3.01573135400676,30.0,0.07052928291065702,0.1890454237629307,3.623094189039116,34.1
28,synthetic_planning_reference_v2,mild,0.0708333333332746,0.0885570471846007,3.11110453669832,32.75,0.07025826935220258,0.09151436528066531,3.417264361989578,35.6
29,synthetic_planning_reference_v2,moderate,0.105833333333226,0.199981137690587,3.08726922182115,34.0,0.15469866155152692,0.26827683937224356,3.7962078338181326,39.6
30,synthetic_planning_reference_v2,mild,0.0449999999999648,0.167118176600415,3.14416623254147,32.35,0.048539600873555536,0.20232624019866194,3.4916774633881342,35.35
31,synthetic_planning_reference_v2,moderate,0.060833333333278,0.121188842810906,3.45606200650544,34.6,0.0829363647817864,0.1650784417240838,4.23247839306946,40.050000000000004
32,synthetic_planning_reference_v2,moderate,0.10666666666657,0.25276807475337,2.84809660171892,34.8,0.14847466496006329,0.32628717602892426,3.490134973406591,40.0
33,synthetic_planning_reference_v2,mild,0.0491666666666106,0.134997870534296,2.96141480593651,33.45,0.05358120881470386,0.16253793058646404,3.2841219901624252,36.6
34,synthetic_planning_reference_v2,mild,0.110833333333244,0.149002182998707,2.46154945640841,40.5,0.13984770195071639,0.17920622844865533,2.7156105004677227,44.95
35,synthetic_planning_reference_v2,mild,0.0516666666666197,0.221791828554109,2.90241933713734,34.6,0.05386991658249982,0.27120612236394825,3.2197927279391974,38.15
36,synthetic_planning_reference_v2,severe,0.0716666666666015,0.0991330985779559,3.08981852123906,31.6,0.11348610653971569,0.1373132491495079,3.879481080083942,37.7
37,synthetic_planning_reference_v2,moderate,0.0658333333332735,0.160771424827282,3.09261815155988,36.0,0.08941832123461106,0.209559997289168,3.795069267591239,42.050000000000004
38,synthetic_planning_reference_v2,mild,0.0583333333332916,0.175177505338873,3.15729661694749,35.95,0.07210963538054509,0.214438423215222,3.553273242842884,39.900000000000006
39,synthetic_planning_reference_v2,moderate,0.120833333333223,0.190650594026042,3.1224924221541,36.35,0.1772408241672779,0.26415980609940337,3.9220718660506884,42.650000000000006
40,synthetic_planning_reference_v2,moderate,0.0416666666666288,0.191375075674754,2.96994512640471,30.55,0.06471956941371927,0.2569623956035662,3.664452270007586,35.0
41,synthetic_planning_reference_v2,moderate,0.0974999999999113,0.114565797625668,3.48118171753788,38.4,0.13435923783277753,0.14691394738638294,4.14025827624766,44.25
42,synthetic_planning_reference_v2,moderate,0.0808333333332712,0.245928398829361,3.19183066394663,30.75,0.11041864837263597,0.31845426620096645,3.8073735658957863,35.15
43,synthetic_planning_reference_v2,moderate,0.0499999999999432,0.198915411745271,3.44012649344909,31.25,0.07277279144044181,0.25535052239478634,4.2007874217393555,36.15
44,synthetic_planning_reference_v2,moderate,0.066666666666606,0.112891834734064,3.31150674251378,32.15,0.10277965042955373,0.16532603789698802,4.219760527823537,38.25
45,synthetic_planning_reference_v2,moderate,0.0633333333332303,0.164442386241477,2.61076306651002,34.95,0.09248963508971353,0.21676141825922493,3.0836764038859124,40.1
46,synthetic_planning_reference_v2,mild,0.0508333333332871,0.227130857802304,3.29991472396129,30.35,0.054701095859570885,0.2787730538927695,3.721414979274818,32.95
47,synthetic_planning_reference_v2,severe,0.0533333333332735,0.177256937214462,2.99853170606918,33.6,0.1117424352747305,0.2596015640406656,4.057155824442117,42.400000000000006
48,synthetic_planning_reference_v2,moderate,0.0716666666666015,0.126071232999995,2.91786059042471,30.25,0.10729196781880965,0.16509128655271413,3.6029754543215846,34.9
49,synthetic_planning_reference_v2,mild,0.107499999999914,0.186589202688216,3.11485387242571,32.65,0.13071211262743535,0.22863786652646956,3.4859288302442044,35.800000000000004
50,synthetic_planning_reference_v2,mild,0.0583333333332916,0.261017704540549,3.00735471580301,32.05,0.06353540540921411,0.3186894831137984,3.3563504929482963,35.15
51,synthetic_planning_reference_v2,moderate,0.0808333333332712,0.0950985303877874,3.03379766654494,31.85,0.11268838619796685,0.12010888839608637,3.624188721439107,36.75
52,synthetic_planning_reference_v2,mild,0.0741666666666106,0.114819088391281,3.05674478268038,28.6,0.08567029589124886,0.14102352989993971,3.41507490891968,30.85
53,synthetic_planning_reference_v2,mild,0.070833333333303,0.226210083047484,3.43904121959225,33.5,0.08264858590833794,0.2758318297005768,3.85643454625334,36.6
54,synthetic_planning_reference_v2,moderate,0.0691666666666151,0.125859083896493,3.44245497266875,32.45,0.09184773867139365,0.16417569188499614,4.089445432076617,36.95
55,synthetic_planning_reference_v2,severe,0.113333333333219,0.108603403549747,3.36838707039277,39.95,0.18795143530127403,0.16176035135880734,4.596407447814932,44.95
56,synthetic_planning_reference_v2,moderate,0.0583333333332803,0.239087994086964,2.73306828972563,31.45,0.08104208476481206,0.30332605163543797,3.2826036577639863,35.6
57,synthetic_planning_reference_v2,moderate,0.105833333333226,0.124684342422088,3.5007127435477,31.4,0.1549368885047561,0.17450423269746532,4.344599667030956,36.800000000000004
58,synthetic_planning_reference_v2,moderate,0.0716666666666015,0.0876492392052778,2.97916415388097,31.6,0.10570991748452142,0.1212491721527722,3.6692601275506087,36.4
59,synthetic_planning_reference_v2,moderate,0.0874999999999091,0.206411769473979,3.64114519586269,32.05,0.12253851350457257,0.2715271871664645,4.461265772288088,37.0
60,synthetic_planning_reference_v2,moderate,0.0683333333332712,0.194347835971634,3.26587289331933,31.1,0.0903026694719476,0.2405738446938277,3.884917886178083,35.15
61,synthetic_planning_reference_v2,moderate,0.0741666666666219,0.120580416554798,3.63091418219778,31.05,0.10510883144481781,0.15907124718828414,4.4628748178601185,35.95
62,synthetic_planning_reference_v2,mild,0.109166666667056,0.135606420729121,2.80616788233591,31.6,0.13433279809655396,0.16691932751496572,3.1416131209484557,34.300000000000004
63,synthetic_planning_reference_v2,moderate,0.0591666666668971,0.178870197914363,3.24325436298689,33.75,0.0815104131743206,0.22927602280779974,3.908965542337896,39.0
64,synthetic_planning_reference_v2,moderate,0.0550000000002001,0.198269681673262,3.12062165757581,33.4,0.08988711682672029,0.2581324941510381,3.8256457598961573,39.0
65,synthetic_planning_reference_v2,moderate,0.0883333333336395,0.132734760603241,3.34804708237125,30.35,0.1261537502072498,0.1751143572522927,4.075476792447518,34.9
66,synthetic_planning_reference_v2,severe,0.0741666666669289,0.182783003924133,2.96845721951895,32.15,0.1327942002742011,0.2553054093474831,4.001648973020962,40.0
67,synthetic_planning_reference_v2,mild,0.0750000000002728,0.201039527730671,2.80961032297709,28.45,0.09111594461074643,0.25528002899635965,3.1348908727762272,31.05
68,synthetic_planning_reference_v2,mild,0.113333333333753,0.116333700242427,3.05116610781894,34.35,0.1459414272147885,0.1463996335383059,3.479814637537367,38.7
69,synthetic_planning_reference_v2,severe,0.0508333333335258,0.0843347158540126,2.99141871016158,31.95,0.09260212384567461,0.13648524635425363,3.8999639996580084,38.900000000000006
70,synthetic_planning_reference_v2,moderate,0.0391666666668016,0.187109018528063,2.91115647926769,33.55,0.06577241282342239,0.2506186821728954,3.6066271873606217,39.7
71,synthetic_planning_reference_v2,mild,0.0466666666668516,0.138736009140844,3.40900944010872,32.55,0.04985151186571821,0.17081841216499996,3.880309279241822,36.2
72,synthetic_planning_reference_v2,severe,0.0908333333336941,0.0823590778908487,3.07370103473895,31.9,0.15438594961726174,0.13321308238195043,4.073286729366215,39.7
73,synthetic_planning_reference_v2,severe,0.0958333333336668,0.173944132954045,3.20802573505451,31.75,0.15589438429450334,0.24169244836152787,4.283490537408369,39.1
