condition,case,variant,episode,seed,assignment_mode,defender_id,target_index,target_id,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_disagreement,repair_moves
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,1,98035,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,2,98036,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,3,98037,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_no_trust_case1,case1,no_trust,4,98038,fixed,12,4,24,nan,nan,0.0,nan,0
