reference_sample_id,data_status,reference_severity_class,source_difficulty_score,effective_failure_severity,source_E_co_time_s,source_E_n_g,source_E_miss_m,source_E_t_s,E_co_time_s,E_n_g,E_miss_m,E_t_s
1,synthetic_planning_reference_v4,low,0.8705762427194775,0.3110794730782737,0.0816666666666677,0.0909233197248755,2.95536510102062,30.4,0.09177190619515446,0.11067200109671853,2.9668819996243085,31.8
2,synthetic_planning_reference_v4,moderate,0.33676487268022626,1.2209358596454876,0.0574999999999967,0.0883256414340566,2.64165364276849,26.8,0.07326670942280192,0.13045606560954207,2.878300124150406,29.35
3,synthetic_planning_reference_v4,mild,0.7781969749757925,0.5718384175622241,0.0558333333333309,0.0808742103083003,2.95442518819733,28.85,0.061861944096489464,0.10116479481345184,3.1703674569784686,30.6
4,synthetic_planning_reference_v4,mild,0.4716144032581893,0.5947283042473758,0.0499999999999965,0.0658452295163723,3.13251575665829,28.85,0.058804734513715505,0.10798899786664341,3.331307766929781,30.700000000000003
5,synthetic_planning_reference_v4,mild,0.7340003174484648,0.5710538739436255,0.0491666666666774,0.0851101813517012,3.47360005877085,28.95,0.053886250374294085,0.11622410067070177,3.8404177863124844,30.700000000000003
6,synthetic_planning_reference_v4,mild,0.7656506324649198,0.6815938532785552,0.0475000000000122,0.0843220729632527,3.31008708057413,29.3,0.05604018581906945,0.1090316569175186,3.6445771578410096,30.8
7,synthetic_planning_reference_v4,mild,0.6407481848105674,0.6550604094589796,0.047500000000008,0.0768817651820473,3.07748314151531,29.05,0.0583244096346388,0.09175391671217935,3.4142495852263566,30.35
8,synthetic_planning_reference_v4,moderate,0.27709756426725934,0.43169281413267635,0.0383333333333397,0.0707863195668664,2.95462278474342,29.05,0.042968287794266376,0.08896576886885678,3.0819231159154836,30.35
9,synthetic_planning_reference_v4,mild,0.4657185649216887,0.6385736893274094,0.0458333333333456,0.0701840753652389,3.23227794476437,28.75,0.05211595365590038,0.09017754988668977,3.526607414472076,30.150000000000002
10,synthetic_planning_reference_v4,moderate,0.4346164649390149,1.2318128661096788,0.0491666666666788,0.0722043013204763,2.84843450636653,30.05,0.07293600992058603,0.11240803126038025,3.2164615417401796,33.35
11,synthetic_planning_reference_v4,low,0.76443625215372,0.11788010568502698,0.0708333333333457,0.0859928456735493,2.85545912333203,29.3,0.07236145660563104,0.09667600296251566,2.8934742213055626,29.85
12,synthetic_planning_reference_v4,moderate,0.5019953288114833,2.2195852124753452,0.0375000000000085,0.069960734807405,2.8213541013603,28.95,0.052061693023447236,0.13141667113638095,3.7099998914106003,35.4
13,synthetic_planning_reference_v4,moderate,0.46930769049785326,1.5169549042865584,0.0408333333333417,0.0744821572518586,3.01358453093047,29.65,0.059575734862299105,0.11226266263853515,3.623576800060189,33.65
14,synthetic_planning_reference_v4,mild,0.2460176608756894,0.5268878830223089,0.0475000000000108,0.0791966912578081,2.8926492368973,27.9,0.05485361741506398,0.09508623134096776,3.1840097736038406,29.150000000000002
15,synthetic_planning_reference_v4,low,0.26704817989401464,0.11656211347279848,0.0425000000000097,0.0504970551849063,3.57863540186973,27.05,0.044000847573671786,0.049532216953073215,3.8032149228996763,26.700000000000003
16,synthetic_planning_reference_v4,mild,0.790262501036078,0.6845491695607835,0.0708333333333485,0.102775166662208,2.62847399592588,29.95,0.08082796425915183,0.12442760335676717,2.7437747153112326,31.75
17,synthetic_planning_reference_v4,moderate,0.3846182154656938,1.9026260231522931,0.028333333333336,0.0711898230809554,2.22366740804037,29.35,0.031449727117807635,0.1382370731620033,2.6863531554318856,34.5
18,synthetic_planning_reference_v4,low,0.5021248731943718,0.09622272509461827,0.0433333333332939,0.0649848250886361,2.62627198112998,29.35,0.03978606591573023,0.06169745556593785,2.524963815918323,29.75
19,synthetic_planning_reference_v4,severe,0.5311115476698552,5.424796144336116,0.0591666666666129,0.0703983459382287,3.16907896963486,29.05,0.10247798015252528,0.1477300104245647,4.318179507900904,39.35
20,synthetic_planning_reference_v4,mild,0.2847961385681191,0.8210432127430364,0.0491666666666219,0.0638760872598726,2.85728344121279,28.8,0.04896939539801669,0.08770094892916105,3.2785074496637496,31.5
21,synthetic_planning_reference_v4,severe,0.5260332288618137,4.023024201531815,0.0558333333332826,0.0620536101290202,2.33043854772348,28.15,0.1092743144806586,0.13091306147717202,3.780336481648708,40.050000000000004
